note_str,instrument,pitch,velocity,n_frames
string_acoustic_028-050-075,string_acoustic_028,50,75,38
string_acoustic_028-050-100,string_acoustic_028,50,100,38
string_acoustic_028-050-127,string_acoustic_028,50,127,38
string_acoustic_029-050-025,string_acoustic_029,50,25,38
string_acoustic_029-050-050,string_acoustic_029,50,50,38
string_acoustic_029-050-075,string_acoustic_029,50,75,38
string_acoustic_029-050-100,string_acoustic_029,50,100,38
string_acoustic_029-050-127,string_acoustic_029,50,127,38
string_acoustic_030-050-025,string_acoustic_030,50,25,38
string_acoustic_030-050-050,string_acoustic_030,50,50,38
string_acoustic_030-050-075,string_acoustic_030,50,75,38
string_acoustic_030-050-100,string_acoustic_030,50,100,38
string_acoustic_030-050-127,string_acoustic_030,50,127,38
string_acoustic_031-050-100,string_acoustic_031,50,100,36
string_acoustic_031-050-127,string_acoustic_031,50,127,36
string_acoustic_033-050-025,string_acoustic_033,50,25,38
string_acoustic_033-050-050,string_acoustic_033,50,50,38
string_acoustic_033-050-075,string_acoustic_033,50,75,38
string_acoustic_033-050-100,string_acoustic_033,50,100,38
string_acoustic_033-050-127,string_acoustic_033,50,127,38
string_acoustic_037-050-025,string_acoustic_037,50,25,38
string_acoustic_037-050-050,string_acoustic_037,50,50,38
string_acoustic_037-050-075,string_acoustic_037,50,75,38
string_acoustic_037-050-100,string_acoustic_037,50,100,38
string_acoustic_037-050-127,string_acoustic_037,50,127,38
string_acoustic_038-050-075,string_acoustic_038,50,75,26
string_acoustic_038-050-100,string_acoustic_038,50,100,26
string_acoustic_038-050-127,string_acoustic_038,50,127,31
string_acoustic_039-050-025,string_acoustic_039,50,25,38
string_acoustic_039-050-050,string_acoustic_039,50,50,37
string_acoustic_039-050-075,string_acoustic_039,50,75,38
string_acoustic_039-050-100,string_acoustic_039,50,100,38
string_acoustic_039-050-127,string_acoustic_039,50,127,38
string_acoustic_040-050-025,string_acoustic_040,50,25,38
string_acoustic_040-050-050,string_acoustic_040,50,50,38
string_acoustic_040-050-075,string_acoustic_040,50,75,38
string_acoustic_040-050-100,string_acoustic_040,50,100,38
string_acoustic_040-050-127,string_acoustic_040,50,127,38
string_acoustic_042-050-025,string_acoustic_042,50,25,38
string_acoustic_042-050-050,string_acoustic_042,50,50,38
string_acoustic_042-050-075,string_acoustic_042,50,75,38
string_acoustic_042-050-100,string_acoustic_042,50,100,38
string_acoustic_042-050-127,string_acoustic_042,50,127,38
string_acoustic_043-050-025,string_acoustic_043,50,25,38
string_acoustic_043-050-050,string_acoustic_043,50,50,38
string_acoustic_043-050-075,string_acoustic_043,50,75,38
string_acoustic_043-050-100,string_acoustic_043,50,100,38
string_acoustic_043-050-127,string_acoustic_043,50,127,38
string_acoustic_044-050-025,string_acoustic_044,50,25,38
string_acoustic_044-050-050,string_acoustic_044,50,50,38
string_acoustic_044-050-075,string_acoustic_044,50,75,38
string_acoustic_044-050-100,string_acoustic_044,50,100,38
string_acoustic_044-050-127,string_acoustic_044,50,127,38
string_acoustic_045-050-025,string_acoustic_045,50,25,38
string_acoustic_045-050-050,string_acoustic_045,50,50,38
string_acoustic_045-050-075,string_acoustic_045,50,75,38
string_acoustic_045-050-100,string_acoustic_045,50,100,38
string_acoustic_045-050-127,string_acoustic_045,50,127,38
string_acoustic_048-050-025,string_acoustic_048,50,25,38
string_acoustic_048-050-050,string_acoustic_048,50,50,38
string_acoustic_048-050-075,string_acoustic_048,50,75,38
string_acoustic_048-050-100,string_acoustic_048,50,100,38
string_acoustic_048-050-127,string_acoustic_048,50,127,38
string_acoustic_049-050-025,string_acoustic_049,50,25,38
string_acoustic_049-050-050,string_acoustic_049,50,50,38
string_acoustic_049-050-075,string_acoustic_049,50,75,38
string_acoustic_049-050-100,string_acoustic_049,50,100,38
string_acoustic_049-050-127,string_acoustic_049,50,127,38
string_acoustic_051-050-025,string_acoustic_051,50,25,38
string_acoustic_051-050-050,string_acoustic_051,50,50,38
string_acoustic_051-050-075,string_acoustic_051,50,75,38
string_acoustic_051-050-100,string_acoustic_051,50,100,38
string_acoustic_051-050-127,string_acoustic_051,50,127,38
string_acoustic_052-050-025,string_acoustic_052,50,25,38
string_acoustic_052-050-050,string_acoustic_052,50,50,38
string_acoustic_052-050-075,string_acoustic_052,50,75,38
string_acoustic_052-050-100,string_acoustic_052,50,100,38
string_acoustic_052-050-127,string_acoustic_052,50,127,38
string_acoustic_053-050-127,string_acoustic_053,50,127,29
string_acoustic_054-050-025,string_acoustic_054,50,25,38
string_acoustic_054-050-050,string_acoustic_054,50,50,38
string_acoustic_054-050-075,string_acoustic_054,50,75,38
string_acoustic_054-050-100,string_acoustic_054,50,100,38
string_acoustic_054-050-127,string_acoustic_054,50,127,38
string_acoustic_059-050-025,string_acoustic_059,50,25,38
string_acoustic_059-050-050,string_acoustic_059,50,50,38
string_acoustic_059-050-075,string_acoustic_059,50,75,38
string_acoustic_059-050-100,string_acoustic_059,50,100,38
string_acoustic_059-050-127,string_acoustic_059,50,127,38
string_acoustic_060-050-025,string_acoustic_060,50,25,38
string_acoustic_060-050-050,string_acoustic_060,50,50,38
string_acoustic_060-050-075,string_acoustic_060,50,75,38
string_acoustic_060-050-100,string_acoustic_060,50,100,38
string_acoustic_060-050-127,string_acoustic_060,50,127,38
string_acoustic_061-050-025,string_acoustic_061,50,25,38
string_acoustic_061-050-050,string_acoustic_061,50,50,38
string_acoustic_061-050-075,string_acoustic_061,50,75,38
string_acoustic_061-050-100,string_acoustic_061,50,100,38
string_acoustic_061-050-127,string_acoustic_061,50,127,38
string_acoustic_062-050-100,string_acoustic_062,50,100,33
string_acoustic_063-050-025,string_acoustic_063,50,25,38
string_acoustic_063-050-050,string_acoustic_063,50,50,38
string_acoustic_063-050-075,string_acoustic_063,50,75,38
string_acoustic_063-050-100,string_acoustic_063,50,100,38
string_acoustic_063-050-127,string_acoustic_063,50,127,38
string_acoustic_064-050-025,string_acoustic_064,50,25,38
string_acoustic_064-050-050,string_acoustic_064,50,50,38
string_acoustic_064-050-075,string_acoustic_064,50,75,38
string_acoustic_064-050-100,string_acoustic_064,50,100,38
string_acoustic_064-050-127,string_acoustic_064,50,127,38
string_acoustic_068-050-025,string_acoustic_068,50,25,38
string_acoustic_068-050-050,string_acoustic_068,50,50,38
string_acoustic_068-050-075,string_acoustic_068,50,75,38
string_acoustic_068-050-100,string_acoustic_068,50,100,38
string_acoustic_068-050-127,string_acoustic_068,50,127,38
string_acoustic_069-050-025,string_acoustic_069,50,25,38
string_acoustic_069-050-050,string_acoustic_069,50,50,38
string_acoustic_069-050-075,string_acoustic_069,50,75,38
string_acoustic_069-050-100,string_acoustic_069,50,100,38
string_acoustic_069-050-127,string_acoustic_069,50,127,38
string_acoustic_072-050-025,string_acoustic_072,50,25,38
string_acoustic_072-050-050,string_acoustic_072,50,50,38
string_acoustic_072-050-100,string_acoustic_072,50,100,38
string_acoustic_072-050-127,string_acoustic_072,50,127,38
string_acoustic_073-050-025,string_acoustic_073,50,25,38
string_acoustic_073-050-050,string_acoustic_073,50,50,38
string_acoustic_073-050-075,string_acoustic_073,50,75,38
string_acoustic_073-050-100,string_acoustic_073,50,100,38
string_acoustic_073-050-127,string_acoustic_073,50,127,38
string_acoustic_074-050-025,string_acoustic_074,50,25,38
string_acoustic_074-050-050,string_acoustic_074,50,50,38
string_acoustic_074-050-075,string_acoustic_074,50,75,38
string_acoustic_074-050-100,string_acoustic_074,50,100,38
string_acoustic_074-050-127,string_acoustic_074,50,127,38
string_acoustic_076-050-025,string_acoustic_076,50,25,38
string_acoustic_076-050-050,string_acoustic_076,50,50,38
string_acoustic_076-050-075,string_acoustic_076,50,75,38
string_acoustic_076-050-100,string_acoustic_076,50,100,38
string_acoustic_076-050-127,string_acoustic_076,50,127,38
string_acoustic_077-050-025,string_acoustic_077,50,25,38
string_acoustic_077-050-050,string_acoustic_077,50,50,38
string_acoustic_077-050-075,string_acoustic_077,50,75,38
string_acoustic_077-050-100,string_acoustic_077,50,100,38
string_acoustic_077-050-127,string_acoustic_077,50,127,38
string_acoustic_079-050-025,string_acoustic_079,50,25,38
string_acoustic_079-050-050,string_acoustic_079,50,50,38
string_acoustic_079-050-100,string_acoustic_079,50,100,29
string_acoustic_079-050-127,string_acoustic_079,50,127,29
string_acoustic_081-050-025,string_acoustic_081,50,25,38
string_acoustic_081-050-050,string_acoustic_081,50,50,38
string_acoustic_081-050-100,string_acoustic_081,50,100,29
string_acoustic_081-050-127,string_acoustic_081,50,127,29
string_acoustic_082-050-025,string_acoustic_082,50,25,38
string_acoustic_082-050-050,string_acoustic_082,50,50,38
string_acoustic_082-050-075,string_acoustic_082,50,75,38
string_acoustic_082-050-100,string_acoustic_082,50,100,38
string_acoustic_082-050-127,string_acoustic_082,50,127,38
string_acoustic_083-050-025,string_acoustic_083,50,25,38
string_acoustic_083-050-050,string_acoustic_083,50,50,38
string_acoustic_083-050-075,string_acoustic_083,50,75,38
string_acoustic_083-050-100,string_acoustic_083,50,100,38
string_acoustic_083-050-127,string_acoustic_083,50,127,38
string_acoustic_086-050-025,string_acoustic_086,50,25,38
string_acoustic_086-050-050,string_acoustic_086,50,50,38
string_acoustic_086-050-075,string_acoustic_086,50,75,38
string_acoustic_086-050-100,string_acoustic_086,50,100,38
string_acoustic_086-050-127,string_acoustic_086,50,127,38
string_acoustic_087-050-025,string_acoustic_087,50,25,38
string_acoustic_087-050-050,string_acoustic_087,50,50,38
string_acoustic_087-050-075,string_acoustic_087,50,75,38
string_acoustic_087-050-100,string_acoustic_087,50,100,38
string_acoustic_087-050-127,string_acoustic_087,50,127,38
string_acoustic_089-050-025,string_acoustic_089,50,25,38
string_acoustic_089-050-050,string_acoustic_089,50,50,38
string_acoustic_089-050-075,string_acoustic_089,50,75,38
string_acoustic_089-050-100,string_acoustic_089,50,100,38
string_acoustic_089-050-127,string_acoustic_089,50,127,38
string_acoustic_000-051-025,string_acoustic_000,51,25,33
string_acoustic_000-051-050,string_acoustic_000,51,50,33
string_acoustic_000-051-075,string_acoustic_000,51,75,33
string_acoustic_000-051-100,string_acoustic_000,51,100,38
string_acoustic_000-051-127,string_acoustic_000,51,127,38
string_acoustic_001-051-025,string_acoustic_001,51,25,38
string_acoustic_001-051-050,string_acoustic_001,51,50,38
string_acoustic_001-051-075,string_acoustic_001,51,75,38
string_acoustic_001-051-100,string_acoustic_001,51,100,38
string_acoustic_001-051-127,string_acoustic_001,51,127,38
string_acoustic_002-051-025,string_acoustic_002,51,25,38
string_acoustic_002-051-050,string_acoustic_002,51,50,38
string_acoustic_002-051-075,string_acoustic_002,51,75,38
string_acoustic_002-051-100,string_acoustic_002,51,100,38
string_acoustic_002-051-127,string_acoustic_002,51,127,33
string_acoustic_005-051-075,string_acoustic_005,51,75,24
string_acoustic_005-051-100,string_acoustic_005,51,100,24
string_acoustic_005-051-127,string_acoustic_005,51,127,29
string_acoustic_007-051-025,string_acoustic_007,51,25,38
string_acoustic_007-051-050,string_acoustic_007,51,50,38
string_acoustic_007-051-075,string_acoustic_007,51,75,38
string_acoustic_007-051-100,string_acoustic_007,51,100,38
string_acoustic_007-051-127,string_acoustic_007,51,127,38
string_acoustic_008-051-025,string_acoustic_008,51,25,38
string_acoustic_008-051-050,string_acoustic_008,51,50,38
string_acoustic_008-051-075,string_acoustic_008,51,75,38
string_acoustic_008-051-100,string_acoustic_008,51,100,38
string_acoustic_008-051-127,string_acoustic_008,51,127,38
string_acoustic_009-051-025,string_acoustic_009,51,25,38
string_acoustic_009-051-050,string_acoustic_009,51,50,38
string_acoustic_009-051-075,string_acoustic_009,51,75,38
string_acoustic_009-051-100,string_acoustic_009,51,100,38
string_acoustic_009-051-127,string_acoustic_009,51,127,38
string_acoustic_010-051-025,string_acoustic_010,51,25,23
string_acoustic_010-051-050,string_acoustic_010,51,50,23
string_acoustic_011-051-025,string_acoustic_011,51,25,38
string_acoustic_011-051-050,string_acoustic_011,51,50,38
string_acoustic_011-051-075,string_acoustic_011,51,75,38
string_acoustic_011-051-100,string_acoustic_011,51,100,38
string_acoustic_011-051-127,string_acoustic_011,51,127,38
string_acoustic_013-051-025,string_acoustic_013,51,25,38
string_acoustic_013-051-050,string_acoustic_013,51,50,38
string_acoustic_013-051-075,string_acoustic_013,51,75,38
string_acoustic_013-051-100,string_acoustic_013,51,100,38
string_acoustic_013-051-127,string_acoustic_013,51,127,38
string_acoustic_015-051-025,string_acoustic_015,51,25,38
string_acoustic_015-051-050,string_acoustic_015,51,50,38
string_acoustic_015-051-075,string_acoustic_015,51,75,38
string_acoustic_015-051-100,string_acoustic_015,51,100,38
string_acoustic_015-051-127,string_acoustic_015,51,127,38
string_acoustic_016-051-025,string_acoustic_016,51,25,38
string_acoustic_016-051-050,string_acoustic_016,51,50,38
string_acoustic_016-051-075,string_acoustic_016,51,75,38
string_acoustic_016-051-100,string_acoustic_016,51,100,38
string_acoustic_016-051-127,string_acoustic_016,51,127,38
string_acoustic_017-051-025,string_acoustic_017,51,25,38
string_acoustic_017-051-050,string_acoustic_017,51,50,38
string_acoustic_017-051-075,string_acoustic_017,51,75,38
string_acoustic_017-051-100,string_acoustic_017,51,100,38
string_acoustic_017-051-127,string_acoustic_017,51,127,38
string_acoustic_018-051-025,string_acoustic_018,51,25,38
string_acoustic_018-051-050,string_acoustic_018,51,50,38
string_acoustic_018-051-075,string_acoustic_018,51,75,38
string_acoustic_018-051-100,string_acoustic_018,51,100,38
string_acoustic_018-051-127,string_acoustic_018,51,127,38
string_acoustic_019-051-025,string_acoustic_019,51,25,38
string_acoustic_019-051-050,string_acoustic_019,51,50,38
string_acoustic_019-051-075,string_acoustic_019,51,75,38
string_acoustic_019-051-100,string_acoustic_019,51,100,38
string_acoustic_019-051-127,string_acoustic_019,51,127,38
string_acoustic_020-051-025,string_acoustic_020,51,25,38
string_acoustic_020-051-050,string_acoustic_020,51,50,38
string_acoustic_020-051-075,string_acoustic_020,51,75,38
string_acoustic_020-051-100,string_acoustic_020,51,100,38
string_acoustic_020-051-127,string_acoustic_020,51,127,38
string_acoustic_021-051-025,string_acoustic_021,51,25,38
string_acoustic_021-051-050,string_acoustic_021,51,50,38
string_acoustic_021-051-075,string_acoustic_021,51,75,38
string_acoustic_021-051-100,string_acoustic_021,51,100,38
string_acoustic_021-051-127,string_acoustic_021,51,127,38
string_acoustic_022-051-025,string_acoustic_022,51,25,38
string_acoustic_022-051-050,string_acoustic_022,51,50,38
string_acoustic_022-051-075,string_acoustic_022,51,75,38
string_acoustic_022-051-100,string_acoustic_022,51,100,38
string_acoustic_022-051-127,string_acoustic_022,51,127,38
string_acoustic_023-051-025,string_acoustic_023,51,25,38
string_acoustic_023-051-050,string_acoustic_023,51,50,38
string_acoustic_023-051-075,string_acoustic_023,51,75,38
string_acoustic_023-051-100,string_acoustic_023,51,100,38
string_acoustic_023-051-127,string_acoustic_023,51,127,38
string_acoustic_024-051-025,string_acoustic_024,51,25,38
string_acoustic_024-051-050,string_acoustic_024,51,50,38
string_acoustic_024-051-075,string_acoustic_024,51,75,38
string_acoustic_024-051-100,string_acoustic_024,51,100,38
string_acoustic_024-051-127,string_acoustic_024,51,127,38
string_acoustic_027-051-025,string_acoustic_027,51,25,23
string_acoustic_027-051-050,string_acoustic_027,51,50,23
string_acoustic_028-051-025,string_acoustic_028,51,25,38
string_acoustic_028-051-050,string_acoustic_028,51,50,38
string_acoustic_028-051-075,string_acoustic_028,51,75,38
string_acoustic_028-051-100,string_acoustic_028,51,100,38
string_acoustic_028-051-127,string_acoustic_028,51,127,38
string_acoustic_029-051-025,string_acoustic_029,51,25,38
string_acoustic_029-051-050,string_acoustic_029,51,50,38
string_acoustic_029-051-075,string_acoustic_029,51,75,38
string_acoustic_029-051-100,string_acoustic_029,51,100,38
string_acoustic_029-051-127,string_acoustic_029,51,127,38
string_acoustic_030-051-025,string_acoustic_030,51,25,38
string_acoustic_030-051-050,string_acoustic_030,51,50,38
string_acoustic_030-051-075,string_acoustic_030,51,75,38
string_acoustic_030-051-100,string_acoustic_030,51,100,38
string_acoustic_030-051-127,string_acoustic_030,51,127,38
string_acoustic_033-051-025,string_acoustic_033,51,25,38
string_acoustic_033-051-050,string_acoustic_033,51,50,38
string_acoustic_033-051-075,string_acoustic_033,51,75,38
string_acoustic_033-051-100,string_acoustic_033,51,100,38
string_acoustic_033-051-127,string_acoustic_033,51,127,38
string_acoustic_037-051-025,string_acoustic_037,51,25,38
string_acoustic_037-051-050,string_acoustic_037,51,50,38
string_acoustic_037-051-075,string_acoustic_037,51,75,38
string_acoustic_037-051-100,string_acoustic_037,51,100,38
string_acoustic_037-051-127,string_acoustic_037,51,127,38
string_acoustic_038-051-075,string_acoustic_038,51,75,24
string_acoustic_038-051-100,string_acoustic_038,51,100,24
string_acoustic_038-051-127,string_acoustic_038,51,127,29
string_acoustic_040-051-025,string_acoustic_040,51,25,38
string_acoustic_040-051-050,string_acoustic_040,51,50,38
string_acoustic_040-051-075,string_acoustic_040,51,75,38
string_acoustic_040-051-100,string_acoustic_040,51,100,38
string_acoustic_040-051-127,string_acoustic_040,51,127,38
string_acoustic_042-051-025,string_acoustic_042,51,25,38
string_acoustic_042-051-050,string_acoustic_042,51,50,38
string_acoustic_042-051-075,string_acoustic_042,51,75,38
string_acoustic_042-051-100,string_acoustic_042,51,100,38
string_acoustic_042-051-127,string_acoustic_042,51,127,38
string_acoustic_043-051-025,string_acoustic_043,51,25,38
string_acoustic_043-051-050,string_acoustic_043,51,50,38
string_acoustic_043-051-075,string_acoustic_043,51,75,38
string_acoustic_043-051-100,string_acoustic_043,51,100,38
string_acoustic_043-051-127,string_acoustic_043,51,127,38
string_acoustic_044-051-025,string_acoustic_044,51,25,38
string_acoustic_044-051-050,string_acoustic_044,51,50,38
string_acoustic_044-051-075,string_acoustic_044,51,75,38
string_acoustic_044-051-100,string_acoustic_044,51,100,38
string_acoustic_044-051-127,string_acoustic_044,51,127,38
string_acoustic_045-051-025,string_acoustic_045,51,25,38
string_acoustic_045-051-050,string_acoustic_045,51,50,38
string_acoustic_045-051-075,string_acoustic_045,51,75,38
string_acoustic_045-051-100,string_acoustic_045,51,100,38
string_acoustic_045-051-127,string_acoustic_045,51,127,38
string_acoustic_048-051-025,string_acoustic_048,51,25,38
string_acoustic_048-051-050,string_acoustic_048,51,50,38
string_acoustic_048-051-075,string_acoustic_048,51,75,38
string_acoustic_048-051-100,string_acoustic_048,51,100,38
string_acoustic_048-051-127,string_acoustic_048,51,127,38
string_acoustic_049-051-025,string_acoustic_049,51,25,38
string_acoustic_049-051-050,string_acoustic_049,51,50,38
string_acoustic_049-051-075,string_acoustic_049,51,75,38
string_acoustic_049-051-100,string_acoustic_049,51,100,38
string_acoustic_049-051-127,string_acoustic_049,51,127,38
string_acoustic_051-051-025,string_acoustic_051,51,25,38
string_acoustic_051-051-050,string_acoustic_051,51,50,38
string_acoustic_051-051-075,string_acoustic_051,51,75,38
string_acoustic_051-051-100,string_acoustic_051,51,100,38
string_acoustic_051-051-127,string_acoustic_051,51,127,38
string_acoustic_052-051-025,string_acoustic_052,51,25,38
string_acoustic_052-051-050,string_acoustic_052,51,50,38
string_acoustic_052-051-075,string_acoustic_052,51,75,38
string_acoustic_052-051-100,string_acoustic_052,51,100,38
string_acoustic_052-051-127,string_acoustic_052,51,127,38
string_acoustic_053-051-025,string_acoustic_053,51,25,24
string_acoustic_053-051-050,string_acoustic_053,51,50,24
string_acoustic_053-051-075,string_acoustic_053,51,75,24
string_acoustic_053-051-100,string_acoustic_053,51,100,24
string_acoustic_054-051-025,string_acoustic_054,51,25,38
string_acoustic_054-051-050,string_acoustic_054,51,50,38
string_acoustic_054-051-075,string_acoustic_054,51,75,38
string_acoustic_054-051-100,string_acoustic_054,51,100,38
string_acoustic_054-051-127,string_acoustic_054,51,127,38
string_acoustic_059-051-025,string_acoustic_059,51,25,38
string_acoustic_059-051-050,string_acoustic_059,51,50,38
string_acoustic_059-051-075,string_acoustic_059,51,75,38
string_acoustic_059-051-100,string_acoustic_059,51,100,38
string_acoustic_059-051-127,string_acoustic_059,51,127,38
string_acoustic_060-051-025,string_acoustic_060,51,25,38
string_acoustic_060-051-050,string_acoustic_060,51,50,38
string_acoustic_060-051-075,string_acoustic_060,51,75,38
string_acoustic_060-051-100,string_acoustic_060,51,100,38
string_acoustic_060-051-127,string_acoustic_060,51,127,38
string_acoustic_061-051-025,string_acoustic_061,51,25,38
string_acoustic_061-051-050,string_acoustic_061,51,50,38
string_acoustic_061-051-075,string_acoustic_061,51,75,38
string_acoustic_061-051-100,string_acoustic_061,51,100,38
string_acoustic_061-051-127,string_acoustic_061,51,127,38
string_acoustic_063-051-025,string_acoustic_063,51,25,38
string_acoustic_063-051-050,string_acoustic_063,51,50,38
string_acoustic_063-051-075,string_acoustic_063,51,75,38
string_acoustic_063-051-100,string_acoustic_063,51,100,38
string_acoustic_063-051-127,string_acoustic_063,51,127,38
string_acoustic_064-051-025,string_acoustic_064,51,25,38
string_acoustic_064-051-050,string_acoustic_064,51,50,38
string_acoustic_064-051-075,string_acoustic_064,51,75,38
string_acoustic_064-051-100,string_acoustic_064,51,100,38
string_acoustic_064-051-127,string_acoustic_064,51,127,38
string_acoustic_068-051-025,string_acoustic_068,51,25,38
string_acoustic_068-051-050,string_acoustic_068,51,50,38
string_acoustic_068-051-075,string_acoustic_068,51,75,38
string_acoustic_068-051-100,string_acoustic_068,51,100,38
string_acoustic_068-051-127,string_acoustic_068,51,127,38
string_acoustic_069-051-025,string_acoustic_069,51,25,38
string_acoustic_069-051-050,string_acoustic_069,51,50,38
string_acoustic_069-051-075,string_acoustic_069,51,75,38
string_acoustic_069-051-100,string_acoustic_069,51,100,38
string_acoustic_069-051-127,string_acoustic_069,51,127,38
string_acoustic_073-051-025,string_acoustic_073,51,25,38
string_acoustic_073-051-050,string_acoustic_073,51,50,38
string_acoustic_073-051-075,string_acoustic_073,51,75,38
string_acoustic_073-051-100,string_acoustic_073,51,100,38
string_acoustic_073-051-127,string_acoustic_073,51,127,38
string_acoustic_074-051-025,string_acoustic_074,51,25,38
string_acoustic_074-051-050,string_acoustic_074,51,50,38
string_acoustic_074-051-075,string_acoustic_074,51,75,38
string_acoustic_074-051-100,string_acoustic_074,51,100,38
string_acoustic_074-051-127,string_acoustic_074,51,127,38
string_acoustic_076-051-025,string_acoustic_076,51,25,38
string_acoustic_076-051-050,string_acoustic_076,51,50,38
string_acoustic_076-051-075,string_acoustic_076,51,75,38
string_acoustic_076-051-100,string_acoustic_076,51,100,38
string_acoustic_076-051-127,string_acoustic_076,51,127,38
string_acoustic_077-051-025,string_acoustic_077,51,25,38
string_acoustic_077-051-050,string_acoustic_077,51,50,38
string_acoustic_077-051-075,string_acoustic_077,51,75,38
string_acoustic_077-051-100,string_acoustic_077,51,100,38
string_acoustic_077-051-127,string_acoustic_077,51,127,38
string_acoustic_079-051-025,string_acoustic_079,51,25,28
string_acoustic_079-051-050,string_acoustic_079,51,50,28
string_acoustic_079-051-100,string_acoustic_079,51,100,31
string_acoustic_079-051-127,string_acoustic_079,51,127,31
string_acoustic_081-051-025,string_acoustic_081,51,25,28
string_acoustic_081-051-050,string_acoustic_081,51,50,28
string_acoustic_081-051-100,string_acoustic_081,51,100,31
string_acoustic_081-051-127,string_acoustic_081,51,127,31
string_acoustic_082-051-025,string_acoustic_082,51,25,38
string_acoustic_082-051-050,string_acoustic_082,51,50,38
string_acoustic_082-051-075,string_acoustic_082,51,75,38
string_acoustic_082-051-100,string_acoustic_082,51,100,38
string_acoustic_082-051-127,string_acoustic_082,51,127,38
string_acoustic_083-051-025,string_acoustic_083,51,25,38
string_acoustic_083-051-050,string_acoustic_083,51,50,38
string_acoustic_083-051-075,string_acoustic_083,51,75,38
string_acoustic_083-051-100,string_acoustic_083,51,100,38
string_acoustic_083-051-127,string_acoustic_083,51,127,38
string_acoustic_086-051-025,string_acoustic_086,51,25,38
string_acoustic_086-051-050,string_acoustic_086,51,50,38
string_acoustic_086-051-075,string_acoustic_086,51,75,38
string_acoustic_086-051-100,string_acoustic_086,51,100,38
string_acoustic_086-051-127,string_acoustic_086,51,127,38
string_acoustic_087-051-025,string_acoustic_087,51,25,38
string_acoustic_087-051-050,string_acoustic_087,51,50,38
string_acoustic_087-051-075,string_acoustic_087,51,75,38
string_acoustic_087-051-100,string_acoustic_087,51,100,38
string_acoustic_087-051-127,string_acoustic_087,51,127,38
string_acoustic_089-051-025,string_acoustic_089,51,25,38
string_acoustic_089-051-050,string_acoustic_089,51,50,38
string_acoustic_089-051-075,string_acoustic_089,51,75,38
string_acoustic_089-051-100,string_acoustic_089,51,100,38
string_acoustic_089-051-127,string_acoustic_089,51,127,38
string_acoustic_000-052-025,string_acoustic_000,52,25,36
string_acoustic_000-052-050,string_acoustic_000,52,50,36
string_acoustic_000-052-075,string_acoustic_000,52,75,36
string_acoustic_000-052-100,string_acoustic_000,52,100,38
string_acoustic_000-052-127,string_acoustic_000,52,127,38
string_acoustic_001-052-025,string_acoustic_001,52,25,38
string_acoustic_001-052-050,string_acoustic_001,52,50,38
string_acoustic_001-052-075,string_acoustic_001,52,75,38
string_acoustic_001-052-100,string_acoustic_001,52,100,38
string_acoustic_001-052-127,string_acoustic_001,52,127,38
string_acoustic_002-052-025,string_acoustic_002,52,25,38
string_acoustic_002-052-050,string_acoustic_002,52,50,38
string_acoustic_002-052-075,string_acoustic_002,52,75,38
string_acoustic_002-052-100,string_acoustic_002,52,100,31
string_acoustic_002-052-127,string_acoustic_002,52,127,29
string_acoustic_005-052-127,string_acoustic_005,52,127,26
string_acoustic_007-052-025,string_acoustic_007,52,25,38
string_acoustic_007-052-050,string_acoustic_007,52,50,38
string_acoustic_007-052-075,string_acoustic_007,52,75,38
string_acoustic_007-052-100,string_acoustic_007,52,100,38
string_acoustic_007-052-127,string_acoustic_007,52,127,38
string_acoustic_008-052-025,string_acoustic_008,52,25,38
string_acoustic_008-052-050,string_acoustic_008,52,50,38
string_acoustic_008-052-075,string_acoustic_008,52,75,38
string_acoustic_008-052-100,string_acoustic_008,52,100,38
string_acoustic_008-052-127,string_acoustic_008,52,127,38
string_acoustic_009-052-025,string_acoustic_009,52,25,38
string_acoustic_009-052-050,string_acoustic_009,52,50,38
string_acoustic_009-052-075,string_acoustic_009,52,75,38
string_acoustic_009-052-100,string_acoustic_009,52,100,38
string_acoustic_009-052-127,string_acoustic_009,52,127,38
string_acoustic_011-052-025,string_acoustic_011,52,25,38
string_acoustic_011-052-050,string_acoustic_011,52,50,38
string_acoustic_011-052-075,string_acoustic_011,52,75,38
string_acoustic_011-052-100,string_acoustic_011,52,100,38
string_acoustic_011-052-127,string_acoustic_011,52,127,38
string_acoustic_013-052-025,string_acoustic_013,52,25,38
string_acoustic_013-052-050,string_acoustic_013,52,50,38
string_acoustic_013-052-075,string_acoustic_013,52,75,38
string_acoustic_013-052-100,string_acoustic_013,52,100,38
string_acoustic_013-052-127,string_acoustic_013,52,127,38
string_acoustic_015-052-025,string_acoustic_015,52,25,38
string_acoustic_015-052-050,string_acoustic_015,52,50,38
string_acoustic_015-052-075,string_acoustic_015,52,75,38
string_acoustic_015-052-100,string_acoustic_015,52,100,38
string_acoustic_015-052-127,string_acoustic_015,52,127,38
string_acoustic_016-052-025,string_acoustic_016,52,25,38
string_acoustic_016-052-050,string_acoustic_016,52,50,38
string_acoustic_016-052-075,string_acoustic_016,52,75,38
string_acoustic_016-052-100,string_acoustic_016,52,100,38
string_acoustic_016-052-127,string_acoustic_016,52,127,38
string_acoustic_017-052-025,string_acoustic_017,52,25,38
string_acoustic_017-052-050,string_acoustic_017,52,50,38
string_acoustic_017-052-075,string_acoustic_017,52,75,38
string_acoustic_017-052-100,string_acoustic_017,52,100,38
