timestamp,verdict,dataset,bed_type,bed_file,emo_v,emo_a,drone_clip,gain_db,bed_only,mode,duck_depth,burst_s,render_seq,comment
2026-07-22T21:24:43,no,emo,rain,r_0indicator57787_717853-hq.wav,-0.515251443,0.980214345,vtrans_000,-4.0,1,constant,0.7,3.0,32,
2026-07-22T21:25:04,no,emo,rain,r_0indicator140043_2545557-hq.wav,0.259686727,-0.3569662,vtrans_000,-4.0,1,constant,0.7,3.0,33,
2026-07-22T21:25:17,no,emo,rain,r_0quiet255735_1648170-hq.wav,0.713107997,-0.675185491,vtrans_000,-4.0,1,constant,0.7,3.0,34,
2026-07-22T21:25:38,no,emo,rain,r_0society46348_28867-hq.wav,-0.170651278,0.31079967,vtrans_000,-4.0,1,constant,0.7,3.0,35,
2026-07-22T21:25:49,no,emo,rain,r_0mechanical256874_1648170-hq.wav,0.668590272,-0.685078318,vtrans_000,-4.0,1,constant,0.7,3.0,36,
2026-07-22T21:25:53,no,emo,rain,r_0indicator27485_88185-hq.wav,-0.831821929,0.897774114,vtrans_000,-4.0,1,constant,0.7,3.0,37,
2026-07-22T21:26:01,no,emo,rain,r_0mechanical198357_7037-hq.wav,-0.538334707,0.147568013,vtrans_000,-4.0,1,constant,0.7,3.0,38,
2026-07-22T21:26:12,keep,emo,rain,r_1indicator103136_7037-hq.wav,-0.164056059,-0.065127782,vtrans_000,-4.0,1,constant,0.7,3.0,39,
2026-07-22T21:26:22,no,emo,rain,r_0human117503_2101324-hq.wav,-0.249793899,-0.124484749,vtrans_000,-4.0,1,constant,0.7,3.0,40,
2026-07-22T21:26:29,no,emo,rain,r_0mechanical80158_193132-hq.wav,-0.97856554,0.960428689,vtrans_000,-4.0,1,constant,0.7,3.0,41,
2026-07-22T21:26:34,no,emo,rain,r_0quiet238145_2254206-hq.wav,0.821929101,-0.953833471,vtrans_000,-4.0,1,constant,0.7,3.0,42,
2026-07-22T21:26:47,no,emo,rain,r_0society22587_36188-hq.wav,-0.480626546,0.93569662,vtrans_000,-4.0,1,constant,0.7,3.0,43,
2026-07-22T21:27:16,no,emo,rain,r_0nature83961_646701-hq.wav,0.467436109,-0.63561418,vtrans_000,-4.0,1,constant,0.7,3.0,44,
2026-07-22T21:27:46,no,emo,rain,r_0quiet221677_1648170-hq.wav,0.314097279,-0.455894477,vtrans_000,-4.0,1,constant,0.7,3.0,45,
2026-07-22T21:28:08,no,emo,rain,r_0nature73708_29263-hq.wav,0.868095631,-0.526793075,vtrans_000,-4.0,1,constant,0.7,3.0,46,
2026-07-22T21:28:19,no,emo,rain,r_0indicator36181_341440-hq.wav,-0.333882935,0.037098104,vtrans_000,-4.0,1,constant,0.7,3.0,47,
2026-07-22T21:28:32,no,emo,rain,r_0human150850_826206-hq.wav,-0.136026381,-0.157460841,vtrans_000,-4.0,1,constant,0.7,3.0,48,
2026-07-22T21:29:40,no,emo,wind,r_0mechanical98942_1163166-hq.wav,-0.896125309,0.953833471,vtrans_000,-4.0,1,constant,0.7,3.0,50,
2026-07-22T21:29:55,no,emo,wind,r_0human102617_425689-hq.wav,0.564715581,-0.929101401,vtrans_000,-4.0,1,constant,0.7,3.0,51,
2026-07-22T21:30:01,no,emo,wind,r_0indicator75321_94080-hq.wav,0.661995054,-0.967023908,vtrans_000,-4.0,1,constant,0.7,3.0,52,
2026-07-22T21:30:19,no,emo,wind,r_0quiet157007_1815320-hq.wav,-0.320692498,-0.370156636,vtrans_000,-4.0,1,constant,0.7,3.0,53,
2026-07-22T21:30:28,no,emo,wind,r_0quiet255232_4508519-hq.wav,-0.248145095,-0.360263809,vtrans_000,-4.0,1,constant,0.7,3.0,54,
2026-07-22T21:30:36,no,emo,wind,r_0indicator213920_1648170-hq.wav,-0.167353669,-0.52844188,vtrans_000,-4.0,1,constant,0.7,3.0,55,
2026-07-22T21:30:42,no,emo,wind,r_0quiet209338_3464493-hq.wav,0.52844188,-0.577906018,vtrans_000,-4.0,1,constant,0.7,3.0,56,
2026-07-22T21:30:48,no,emo,wind,r_0mechanical234008_1274078-hq.wav,-0.602638087,-0.098103875,vtrans_000,-4.0,1,constant,0.7,3.0,57,
2026-07-22T21:31:00,no,emo,wind,r_0quiet319150_1648170-hq.wav,0.80708986,-0.005770816,vtrans_000,-4.0,1,constant,0.7,3.0,58,
2026-07-22T21:31:04,no,emo,wind,r_0quiet150190_772944-hq.wav,-0.243198681,-0.511953833,vtrans_000,-4.0,1,constant,0.7,3.0,59,
2026-07-22T21:31:09,no,emo,wind,r_0quiet324493_2104797-hq.wav,0.320692498,-0.899422918,vtrans_000,-4.0,1,constant,0.7,3.0,60,
2026-07-22T21:31:15,no,emo,wind,r_0quiet94931_1499659-hq.wav,0.411376752,-0.002473207,vtrans_000,-4.0,1,constant,0.7,3.0,61,
2026-07-22T21:31:19,no,emo,wind,r_0quiet130215_2355772-hq.wav,0.56801319,-0.854905194,vtrans_000,-4.0,1,constant,0.7,3.0,62,
2026-07-22T21:31:24,no,emo,wind,r_0nature130459_1565498-hq.wav,0.652102226,-0.902720528,vtrans_000,-4.0,1,constant,0.7,3.0,63,
2026-07-22T21:31:29,no,emo,wind,r_0indicator78564_1218676-hq.wav,-0.216817807,0.299258038,vtrans_000,-4.0,1,constant,0.7,3.0,64,
2026-07-22T21:31:35,no,emo,wind,r_0nature15542_2-hq.wav,0.459192086,-0.340478153,vtrans_000,-4.0,1,constant,0.7,3.0,65,
2026-07-22T21:31:46,no,emo,wind,r_0quiet325806_5622605-hq.wav,0.515251443,-0.851607585,vtrans_000,-4.0,1,constant,0.7,3.0,66,
2026-07-22T21:31:51,no,emo,wind,r_0mechanical53482_215874-hq.wav,-0.940643034,0.919208574,vtrans_000,-4.0,1,constant,0.7,3.0,67,
2026-07-22T21:31:55,no,emo,wind,r_0mechanical170404_1531809-hq.wav,-0.099752679,-0.33223413,vtrans_000,-4.0,1,constant,0.7,3.0,68,
2026-07-22T21:32:00,no,emo,wind,r_0indicator27485_88185-hq.wav,-0.831821929,0.897774114,vtrans_000,-4.0,1,constant,0.7,3.0,69,
2026-07-22T21:32:15,keep,emo,wind,r_0quiet205831_1622740-hq.wav,0.851607585,-0.877988458,vtrans_000,-4.0,1,constant,0.7,3.0,70,
2026-07-22T21:32:25,no,emo,wind,r_0indicator30166_95609-hq.wav,-0.548227535,0.363561418,vtrans_000,-4.0,1,constant,0.7,3.0,71,
2026-07-22T21:32:31,no,emo,wind,r_0nature73708_29263-hq.wav,0.868095631,-0.526793075,vtrans_000,-4.0,1,constant,0.7,3.0,72,
2026-07-22T21:32:40,no,emo,wind,r_0society169186_1531809-hq.wav,0.805441055,-0.683429514,vtrans_000,-4.0,1,constant,0.7,3.0,73,
2026-07-22T21:32:47,no,emo,wind,r_0quiet193483_1728127-hq.wav,-0.060181369,-0.076669415,vtrans_000,-4.0,1,constant,0.7,3.0,74,
2026-07-22T21:32:55,no,emo,wind,r_0society180911_1531809-hq.wav,0.597691674,-0.505358615,vtrans_000,-4.0,1,constant,0.7,3.0,75,
2026-07-22T21:33:15,no,emo,wind,r_0indicator131576_1873507-hq.wav,-0.411376752,0.099752679,vtrans_000,-4.0,1,constant,0.7,3.0,76,
2026-07-22T21:33:22,no,emo,wind,r_8indicator262210_4415905-hq.wav,-0.59274526,0.927452597,vtrans_000,-4.0,1,constant,0.7,3.0,77,
2026-07-22T21:33:28,no,emo,wind,r_0human162620_2111976-hq.wav,-0.187139324,0.282769992,vtrans_000,-4.0,1,constant,0.7,3.0,78,
2026-07-22T21:33:33,no,emo,wind,r_0quiet213708_1648170-hq.wav,0.253091509,-0.16075845,vtrans_000,-4.0,1,constant,0.7,3.0,79,
2026-07-22T21:33:42,no,emo,wind,r_0human350728_97763-hq.wav,-0.007419621,-0.876339654,vtrans_000,-4.0,1,constant,0.7,3.0,80,
2026-07-22T21:33:52,no,emo,wind,r_1human54889_29541-hq.wav,0.886232481,-0.891178895,vtrans_000,-4.0,1,constant,0.7,3.0,81,
2026-07-22T21:34:07,no,emo,wind,r_0quiet129679_2322692-hq.wav,0.243198681,-0.866446826,vtrans_000,-4.0,1,constant,0.7,3.0,83,
2026-07-22T21:34:13,no,emo,wind,r_0nature130692_1483235-hq.wav,0.076669415,-0.109645507,vtrans_000,-4.0,1,constant,0.7,3.0,84,
2026-07-22T21:34:18,no,emo,wind,r_0society104041_179538-hq.wav,-0.014014839,-0.457543281,vtrans_000,-4.0,1,constant,0.7,3.0,85,
2026-07-22T21:34:22,no,emo,wind,r_0mechanical170868_1038806-hq.wav,-0.474031327,-0.333882935,vtrans_000,-4.0,1,constant,0.7,3.0,86,
2026-07-22T21:34:27,no,emo,wind,r_0nature31960_129090-hq.wav,0.874690849,-0.140972795,vtrans_000,-4.0,1,constant,0.7,3.0,87,
2026-07-22T21:34:52,keep,emo,thunder-storm,r_0quiet106869_1635617-hq.wav,0.328936521,-0.470733718,vtrans_000,-4.0,1,constant,0.7,3.0,89,
2026-07-22T21:34:58,no,emo,thunder-storm,r_0quiet205831_1622740-hq.wav,0.851607585,-0.877988458,vtrans_000,-4.0,1,constant,0.7,3.0,90,
2026-07-22T21:35:03,no,emo,thunder-storm,r_0nature62281_29541-hq.wav,0.554822754,-0.732893652,vtrans_000,-4.0,1,constant,0.7,3.0,91,
2026-07-22T21:35:10,no,emo,thunder-storm,r_0nature19095_62018-hq.wav,0.223413026,0.408079143,vtrans_000,-4.0,1,constant,0.7,3.0,92,
2026-07-22T21:35:19,no,emo,thunder-storm,r_0society169230_1648170-hq.wav,0.483924155,-0.666941467,vtrans_000,-4.0,1,constant,0.7,3.0,93,
2026-07-22T21:35:24,no,emo,thunder-storm,r_0quiet53593_520316-hq.wav,0.475680132,-0.587798846,vtrans_000,-4.0,1,constant,0.7,3.0,94,
2026-07-22T21:35:31,no,emo,thunder-storm,r_0nature120105_957391-hq.wav,-0.037098104,-0.325638912,vtrans_000,-4.0,1,constant,0.7,3.0,95,
2026-07-22T21:35:37,no,emo,thunder-storm,r_0society161975_2580450-hq.wav,0.172300082,-0.259686727,vtrans_000,-4.0,1,constant,0.7,3.0,96,
2026-07-22T21:35:42,no,emo,thunder-storm,r_0indicator27485_88185-hq.wav,-0.831821929,0.897774114,vtrans_000,-4.0,1,constant,0.7,3.0,97,
2026-07-22T21:35:49,keep,emo,thunder-storm,r_0quiet127242_116752-hq.wav,0.089859852,-0.548227535,vtrans_000,-4.0,1,constant,0.7,3.0,98,
2026-07-22T21:35:56,no,emo,thunder-storm,r_0quiet238145_2254206-hq.wav,0.821929101,-0.953833471,vtrans_000,-4.0,1,constant,0.7,3.0,99,
2026-07-22T21:36:06,no,emo,thunder-storm,r_0society22326_113722-hq.wav,-0.535037098,-0.081615829,vtrans_000,-4.0,1,constant,0.7,3.0,100,
2026-07-22T21:36:19,no,emo,thunder-storm,r_0quiet106869_1635617-hq.wav,0.328936521,-0.470733718,vtrans_000,-4.0,1,constant,0.7,3.0,101,
2026-07-22T21:36:24,no,emo,thunder-storm,r_0quiet205831_1622740-hq.wav,0.851607585,-0.877988458,vtrans_000,-4.0,1,constant,0.7,3.0,102,
2026-07-22T21:36:29,no,emo,thunder-storm,r_0nature62281_29541-hq.wav,0.554822754,-0.732893652,vtrans_000,-4.0,1,constant,0.7,3.0,103,
2026-07-22T21:36:45,no,emo,birds,r_0quiet318937_1648170-hq.wav,0.493816983,-0.248145095,vtrans_000,-4.0,1,constant,0.7,3.0,105,
2026-07-22T21:36:50,no,emo,birds,r_0nature118148_439521-hq.wav,0.970321517,-0.713107997,vtrans_000,-4.0,1,constant,0.7,3.0,106,
2026-07-22T21:37:11,no,emo,birds,r_0nature121246_1658678-hq.wav,0.416323166,0.193734542,vtrans_000,-4.0,1,constant,0.7,3.0,107,
2026-07-22T21:37:17,no,emo,birds,r_0nature147685_1779874-hq.wav,0.175597692,0.136026381,vtrans_000,-4.0,1,constant,0.7,3.0,108,
2026-07-22T21:37:21,no,emo,birds,r_0nature19626_600-hq.wav,-0.681780709,0.882934872,vtrans_000,-4.0,1,constant,0.7,3.0,109,
2026-07-22T21:37:25,no,emo,birds,r_0quiet271679_1648170-hq.wav,0.797197032,-0.711459192,vtrans_000,-4.0,1,constant,0.7,3.0,110,
