clip_path,target_v,target_a,achieved_v,achieved_a,rating,loudness_gain,timestamp,rater
al_pool/pool_128.wav,-0.3811,0.5632,-0.3811,0.5632,-1.0,0.2213,2026-07-03T15:08:13.200009,R02
al_pool/pool_113.wav,-0.8921,-0.1253,-0.8921,-0.1253,-1.0,0.208,2026-07-03T15:08:21.894705,R02
al_pool/pool_010.wav,-0.8147,1.0,-0.8147,1.0,-1.0,0.7032,2026-07-03T15:08:38.289699,R02
al_pool/pool_135.wav,-0.3679,0.626,-0.3679,0.626,0.0,0.2871,2026-07-03T15:08:42.426612,R02
al_pool/pool_063.wav,-0.9299,0.6612,-0.9299,0.6612,-1.0,0.1725,2026-07-03T15:08:46.188907,R02
al_pool/pool_108.wav,-0.5499,-0.262,-0.5499,-0.262,-1.0,0.2317,2026-07-03T15:08:50.559100,R02
al_pool/pool_022.wav,-0.5925,1.0,-0.5925,1.0,-1.0,0.08,2026-07-03T15:08:54.608223,R02
al_pool/pool_013.wav,-0.5877,1.0,-0.5877,1.0,1.0,0.3334,2026-07-03T20:44:48.917082,R03
al_pool/pool_052.wav,-0.3821,-0.9582,-0.3821,-0.9582,-1.0,0.4908,2026-07-03T20:44:57.917412,R03
al_pool/pool_074.wav,-1.0,-0.0702,-1.0,-0.0702,1.0,0.2528,2026-07-03T20:45:03.658326,R03
al_pool/pool_083.wav,0.2442,-0.1267,0.2442,-0.1267,0.0,0.5591,2026-07-03T20:45:09.007498,R03
al_pool/pool_137.wav,-0.3666,0.2793,-0.3666,0.2793,1.0,0.1341,2026-07-03T20:45:17.017433,R03
al_pool/pool_138.wav,-1.0,-0.8643,-1.0,-0.8643,0.0,0.2786,2026-07-03T20:45:23.643176,R03
al_pool/pool_148.wav,-1.0,0.5125,-1.0,0.5125,0.0,0.2331,2026-07-03T20:45:31.663504,R03
al_pool/pool_119.wav,-0.3805,-0.2719,-0.3805,-0.2719,1.0,0.281,2026-07-03T20:45:38.021309,R03
al_pool/pool_006.wav,-0.722,-0.5144,-0.722,-0.5144,-1.0,1.223,2026-07-03T20:45:50.167445,R03
al_pool/pool_002.wav,-1.0,1.0,-1.0,1.0,0.0,1.111,2026-07-03T20:45:57.432980,R03
al_pool/pool_114.wav,-0.2545,1.0,-0.2545,1.0,1.0,0.0669,2026-07-03T20:46:05.932774,R03
al_pool/pool_081.wav,-0.1781,0.5921,-0.1781,0.5921,0.0,0.6303,2026-07-03T20:46:10.497557,R03
al_pool/pool_073.wav,-0.6324,0.6151,-0.6324,0.6151,1.0,0.1372,2026-07-03T20:46:25.688604,R03
al_pool/pool_024.wav,-0.7226,0.1696,-0.7226,0.1696,-1.0,1.0949,2026-07-03T20:46:32.501381,R03
al_pool/pool_018.wav,-0.095,-0.2954,-0.095,-0.2954,-1.0,0.6424,2026-07-03T20:46:39.375645,R03
al_pool/pool_041.wav,-0.4322,-0.6718,-0.4322,-0.6718,1.0,0.2129,2026-07-03T20:46:44.325160,R03
al_pool/pool_064.wav,-1.0,-0.3534,-1.0,-0.3534,0.0,0.1227,2026-07-03T20:46:50.684858,R03
al_pool/pool_014.wav,-0.6752,-0.106,-0.6752,-0.106,-1.0,0.4422,2026-07-03T20:46:57.465324,R03
al_pool/pool_004.wav,-0.7195,-0.8178,-0.7195,-0.8178,1.0,0.1007,2026-07-03T20:47:01.956378,R03
al_pool/pool_100.wav,-1.0,0.2375,-1.0,0.2375,1.0,0.1513,2026-07-03T20:47:06.300352,R03
al_pool/pool_082.wav,-0.8694,0.761,-0.8694,0.761,1.0,0.1661,2026-07-03T20:47:10.781845,R03
al_pool/pool_132.wav,-0.1657,0.1242,-0.1657,0.1242,1.0,0.3736,2026-07-03T20:47:17.791060,R03
al_pool/pool_042.wav,-0.4227,0.0539,-0.4227,0.0539,0.0,0.5169,2026-07-03T20:47:25.330196,R03
al_pool/pool_089.wav,-0.3554,0.7942,-0.3554,0.7942,0.0,0.2453,2026-07-03T20:47:29.662676,R03
al_pool/pool_034.wav,-0.6735,0.3846,-0.6735,0.3846,-1.0,0.1261,2026-07-03T20:47:36.998809,R03
al_pool/pool_128.wav,-0.3811,0.5632,-0.3811,0.5632,-1.0,0.2213,2026-07-03T20:47:43.629248,R03
al_pool/pool_036.wav,-0.6371,-0.3126,-0.6371,-0.3126,-1.0,0.3189,2026-07-03T20:47:48.781464,R03
al_pool/pool_146.wav,-0.8025,1.0,-0.8025,1.0,0.0,0.1838,2026-07-03T20:47:56.272673,R03
al_pool/pool_029.wav,-0.6219,0.7888,-0.6219,0.7888,-1.0,0.1194,2026-07-03T20:48:02.967289,R03
al_pool/pool_008.wav,-0.803,0.5584,-0.803,0.5584,0.0,0.2546,2026-07-03T20:48:09.248425,R03
al_pool/pool_028.wav,-0.9009,0.1011,-0.9009,0.1011,0.0,0.1507,2026-07-03T20:48:14.907948,R03
al_pool/pool_046.wav,-0.2381,0.4416,-0.2381,0.4416,-1.0,0.8505,2026-07-03T20:48:19.815619,R03
al_pool/pool_136.wav,-0.566,-0.5691,-0.566,-0.5691,0.0,0.2663,2026-07-03T20:48:24.358104,R03
al_pool/pool_117.wav,-0.4995,0.3564,-0.4995,0.3564,-1.0,0.1841,2026-07-03T20:48:36.983122,R03
al_pool/pool_027.wav,-0.406,1.0,-0.406,1.0,1.0,0.1375,2026-07-03T20:48:41.298561,R03
al_pool/pool_050.wav,-0.8183,-0.1319,-0.8183,-0.1319,1.0,0.5213,2026-07-03T20:48:49.465715,R03
al_pool/pool_116.wav,-0.4763,-0.0804,-0.4763,-0.0804,0.0,0.1954,2026-07-03T20:48:58.305445,R03
al_pool/pool_084.wav,-0.8207,0.3809,-0.8207,0.3809,-1.0,1.0537,2026-07-03T20:49:02.627038,R03
al_pool/pool_021.wav,-1.0,0.8278,-1.0,0.8278,1.0,0.1976,2026-07-03T20:49:06.596163,R03
al_pool/pool_133.wav,-0.7768,-0.3417,-0.7768,-0.3417,0.0,0.324,2026-07-03T20:49:13.168914,R03
al_pool/pool_124.wav,-0.9449,-0.4675,-0.9449,-0.4675,0.0,0.3187,2026-07-03T20:49:20.955110,R03
al_pool/pool_015.wav,-0.6131,-0.881,-0.6131,-0.881,0.0,1.4299,2026-07-03T20:49:26.656807,R03
al_pool/pool_110.wav,-0.5891,0.1789,-0.5891,0.1789,-1.0,0.5219,2026-07-03T20:49:35.889634,R03
al_pool/pool_139.wav,-0.4859,0.7198,-0.4859,0.7198,0.0,0.4073,2026-07-03T20:49:45.971581,R03
al_pool/pool_026.wav,-1.0,0.6284,-1.0,0.6284,0.0,0.8509,2026-07-03T20:49:51.020814,R03
al_pool/pool_003.wav,-0.6396,0.0642,-0.6396,0.0642,0.0,0.7766,2026-07-03T20:49:57.889861,R03
al_pool/pool_012.wav,-0.5391,-0.3714,-0.5391,-0.3714,0.0,0.3047,2026-07-03T20:50:04.472925,R03
al_pool/pool_123.wav,-1.0,-0.2376,-1.0,-0.2376,1.0,0.149,2026-07-03T20:50:11.072460,R03
al_pool/pool_023.wav,-0.7754,-0.0048,-0.7754,-0.0048,-1.0,0.379,2026-07-03T20:50:16.294432,R03
al_pool/pool_125.wav,-0.5671,-0.2128,-0.5671,-0.2128,-1.0,0.2311,2026-07-03T20:50:25.493275,R03
al_pool/pool_092.wav,-0.3781,0.4357,-0.3781,0.4357,0.0,0.6122,2026-07-03T20:50:31.824653,R03
al_pool/pool_087.wav,-0.8502,0.8605,-0.8502,0.8605,-1.0,0.4189,2026-07-03T20:50:37.715765,R03
al_pool/pool_105.wav,-0.4924,0.5897,-0.4924,0.5897,-1.0,0.7113,2026-07-03T20:50:41.341791,R03
al_pool/pool_037.wav,-0.6563,0.888,-0.6563,0.888,0.0,0.1077,2026-07-03T20:50:55.272395,R03
al_pool/pool_032.wav,-0.6313,-0.6243,-0.6313,-0.6243,0.0,1.3882,2026-07-03T20:51:02.195632,R03
al_pool/pool_103.wav,-0.9453,0.3118,-0.9453,0.3118,0.0,0.0936,2026-07-03T20:51:09.159127,R03
al_pool/pool_118.wav,-0.7008,0.6861,-0.7008,0.6861,-1.0,0.1078,2026-07-03T20:51:13.789313,R03
al_pool/pool_038.wav,-1.0,1.0,-1.0,1.0,-1.0,0.1038,2026-07-03T20:51:25.201345,R03
al_pool/pool_102.wav,-0.1949,0.1317,-0.1949,0.1317,1.0,0.3462,2026-07-03T20:51:30.115493,R03
al_pool/pool_069.wav,-0.3699,-0.2697,-0.3699,-0.2697,1.0,0.2895,2026-07-03T20:51:36.058638,R03
al_pool/pool_109.wav,-0.7507,0.2773,-0.7507,0.2773,-1.0,0.096,2026-07-03T20:51:43.054821,R03
al_pool/pool_079.wav,-0.8392,-0.4515,-0.8392,-0.4515,0.0,0.2381,2026-07-03T20:51:49.288150,R03
al_pool/pool_053.wav,-1.0,0.1415,-1.0,0.1415,0.0,1.434,2026-07-03T20:51:56.939622,R03
al_pool/pool_077.wav,-0.2807,0.3394,-0.2807,0.3394,-1.0,0.4853,2026-07-03T20:52:04.049767,R03
al_pool/pool_005.wav,-0.3681,0.9048,-0.3681,0.9048,0.0,0.1804,2026-07-03T20:52:13.881645,R03
al_pool/pool_115.wav,-0.7468,-0.1996,-0.7468,-0.1996,0.0,1.5415,2026-07-03T20:52:19.145127,R03
al_pool/pool_066.wav,-0.8907,0.6001,-0.8907,0.6001,-1.0,0.345,2026-07-03T20:52:26.129570,R03
al_pool/pool_043.wav,-0.659,1.0,-0.659,1.0,-1.0,0.2524,2026-07-03T20:52:40.351668,R03
al_pool/pool_078.wav,-1.0,1.0,-1.0,1.0,0.0,0.3649,2026-07-03T20:52:47.069142,R03
al_pool/pool_121.wav,-0.3415,1.0,-0.3415,1.0,-1.0,0.097,2026-07-03T20:52:51.327052,R03
al_pool/pool_031.wav,-1.0,-0.2603,-1.0,-0.2603,1.0,0.2093,2026-07-03T20:52:55.200306,R03
al_pool/pool_061.wav,-1.0,1.0,-1.0,1.0,1.0,0.4263,2026-07-03T20:53:05.774525,R03
al_pool/pool_067.wav,-0.9855,1.0,-0.9855,1.0,-1.0,0.1593,2026-07-03T20:53:11.659824,R03
al_pool/pool_126.wav,-0.3908,1.0,-0.3908,1.0,0.0,0.7817,2026-07-03T20:53:14.967653,R03
al_pool/pool_122.wav,-0.8882,1.0,-0.8882,1.0,1.0,0.3877,2026-07-03T20:53:21.598749,R03
al_pool/pool_040.wav,-0.3351,0.83,-0.3351,0.83,-1.0,0.1723,2026-07-03T20:53:28.432071,R03
al_pool/pool_035.wav,-0.5855,-0.61,-0.5855,-0.61,0.0,0.1023,2026-07-03T20:53:35.098785,R03
al_pool/pool_054.wav,-0.507,1.0,-0.507,1.0,0.0,0.1642,2026-07-03T20:53:40.843089,R03
al_pool/pool_080.wav,-1.0,0.8028,-1.0,0.8028,-1.0,0.1726,2026-07-03T20:53:48.254095,R03
al_pool/pool_131.wav,-1.0,0.7596,-1.0,0.7596,0.0,0.3175,2026-07-03T20:53:53.364922,R03
al_pool/pool_056.wav,-0.5507,1.0,-0.5507,1.0,1.0,0.1146,2026-07-03T20:53:58.932378,R03
al_pool/pool_141.wav,-0.9408,-0.0981,-0.9408,-0.0981,0.0,0.3436,2026-07-03T20:54:04.680535,R03
al_pool/pool_009.wav,-0.8458,1.0,-0.8458,1.0,-1.0,0.0923,2026-07-03T20:54:11.288880,R03
al_pool/pool_142.wav,-0.6017,-0.5358,-0.6017,-0.5358,0.0,0.2416,2026-07-03T20:54:16.600269,R03
al_pool/pool_007.wav,-0.5714,1.0,-0.5714,1.0,1.0,0.119,2026-07-03T20:54:37.907673,R03
al_pool/pool_104.wav,-0.938,0.1681,-0.938,0.1681,1.0,0.4367,2026-07-03T20:54:42.539600,R03
al_pool/pool_075.wav,-0.8321,1.0,-0.8321,1.0,-1.0,0.1978,2026-07-03T20:54:47.454548,R03
al_pool/pool_120.wav,-0.4857,-0.0652,-0.4857,-0.0652,-1.0,0.3062,2026-07-03T20:54:52.499786,R03
al_pool/pool_099.wav,-0.5711,1.0,-0.5711,1.0,0.0,0.1022,2026-07-03T20:55:04.900957,R03
al_pool/pool_017.wav,-0.3586,0.2632,-0.3586,0.2632,-1.0,0.1225,2026-07-03T20:55:09.061679,R03
al_pool/pool_019.wav,-0.9211,0.1093,-0.9211,0.1093,-1.0,0.1624,2026-07-03T20:55:16.287595,R03
al_pool/pool_010.wav,-0.8147,1.0,-0.8147,1.0,0.0,0.7032,2026-07-03T20:55:21.771196,R03
al_pool/pool_135.wav,-0.3679,0.626,-0.3679,0.626,-1.0,0.2871,2026-07-03T20:55:25.418320,R03
al_pool/pool_113.wav,-0.8921,-0.1253,-0.8921,-0.1253,1.0,0.208,2026-07-03T20:55:30.548742,R03
al_pool/pool_063.wav,-0.9299,0.6612,-0.9299,0.6612,0.0,0.1725,2026-07-03T20:55:36.212605,R03
al_pool/pool_022.wav,-0.5925,1.0,-0.5925,1.0,-1.0,0.08,2026-07-03T20:55:39.891544,R03
al_pool/pool_106.wav,-0.6197,-0.4042,-0.6197,-0.4042,-1.0,0.5513,2026-07-03T20:55:47.219830,R03
al_pool/pool_071.wav,-0.6077,1.0,-0.6077,1.0,0.0,0.1055,2026-07-03T20:55:53.814905,R03
al_pool/pool_095.wav,-0.5894,0.9929,-0.5894,0.9929,0.0,0.0826,2026-07-03T20:55:58.658722,R03
al_pool/pool_101.wav,-0.8817,-0.0475,-0.8817,-0.0475,1.0,0.2357,2026-07-03T20:56:02.220167,R03
al_pool/pool_011.wav,-0.4322,0.4195,-0.4322,0.4195,-1.0,0.113,2026-07-03T20:56:09.153139,R03
al_pool/pool_039.wav,-0.5122,0.1044,-0.5122,0.1044,0.0,0.4943,2026-07-03T20:56:15.292909,R03
al_pool/pool_093.wav,-0.8828,0.4544,-0.8828,0.4544,0.0,0.111,2026-07-03T20:56:21.174108,R03
al_pool/pool_145.wav,-0.6579,0.4,-0.6579,0.4,-1.0,0.238,2026-07-03T20:56:34.691890,R03
al_pool/pool_001.wav,-0.6073,0.6337,-0.6073,0.6337,1.0,0.2389,2026-07-03T20:56:39.325579,R03
al_pool/pool_143.wav,-0.5512,-0.2732,-0.5512,-0.2732,1.0,1.2268,2026-07-03T20:56:45.544665,R03
al_pool/pool_062.wav,-0.6495,0.3042,-0.6495,0.3042,-1.0,0.2993,2026-07-03T20:56:49.750173,R03
al_pool/pool_025.wav,-0.5698,-0.0746,-0.5698,-0.0746,0.0,0.2811,2026-07-03T20:56:56.537325,R03
al_pool/pool_072.wav,-0.4783,0.6403,-0.4783,0.6403,0.0,0.4408,2026-07-03T20:57:03.319744,R03
al_pool/pool_108.wav,-0.5499,-0.262,-0.5499,-0.262,0.0,0.2317,2026-07-03T20:57:08.633463,R03
al_pool/pool_060.wav,-0.6284,1.0,-0.6284,1.0,-1.0,0.2627,2026-07-03T20:57:13.008221,R03
al_pool/pool_085.wav,-0.9209,0.8343,-0.9209,0.8343,0.0,0.1642,2026-07-03T20:57:18.902166,R03
al_pool/pool_130.wav,-0.6294,1.0,-0.6294,1.0,0.0,0.2217,2026-07-03T20:57:24.462094,R03
al_pool/pool_129.wav,-0.4891,0.281,-0.4891,0.281,-1.0,0.2417,2026-07-03T21:23:17.186882,R03
al_pool/pool_140.wav,-0.6574,-0.3821,-0.6574,-0.3821,-1.0,1.1944,2026-07-03T21:23:22.703905,R03
al_pool/pool_048.wav,-0.703,0.6369,-0.703,0.6369,0.0,0.1079,2026-07-03T21:23:30.840328,R03
al_pool/pool_111.wav,-0.7144,0.1749,-0.7144,0.1749,0.0,0.2862,2026-07-03T21:23:37.280784,R03
al_pool/pool_094.wav,-0.6724,1.0,-0.6724,1.0,0.0,0.2044,2026-07-03T21:23:43.224499,R03
al_pool/pool_090.wav,-0.4281,0.4589,-0.4281,0.4589,0.0,0.1372,2026-07-03T21:24:08.039740,R03
al_pool/pool_058.wav,-0.4844,0.7542,-0.4844,0.7542,1.0,0.3245,2026-07-03T21:24:15.116363,R03
al_pool/pool_086.wav,-0.7088,-0.0499,-0.7088,-0.0499,-1.0,0.1525,2026-07-03T21:24:23.400494,R03
al_pool/pool_057.wav,-0.7256,0.6266,-0.7256,0.6266,-1.0,0.1701,2026-07-03T21:24:29.377542,R03
al_pool/pool_030.wav,-0.7107,-0.3329,-0.7107,-0.3329,1.0,0.1602,2026-07-03T21:24:33.333371,R03
al_pool/pool_127.wav,-0.6681,1.0,-0.6681,1.0,0.0,0.1155,2026-07-03T21:24:49.242132,R03
al_pool/pool_070.wav,-0.4478,0.4559,-0.4478,0.4559,1.0,0.3616,2026-07-03T21:24:53.849612,R03
al_pool/pool_097.wav,-0.8759,0.679,-0.8759,0.679,0.0,0.1039,2026-07-03T21:25:01.937383,R03
al_pool/pool_096.wav,-0.5851,-0.2145,-0.5851,-0.2145,-1.0,0.6193,2026-07-03T21:25:07.552163,R03
al_pool/pool_044.wav,-0.8209,0.115,-0.8209,0.115,1.0,0.1229,2026-07-03T21:25:28.948068,R03
al_pool/pool_088.wav,-0.4576,0.5662,-0.4576,0.5662,0.0,1.4369,2026-07-03T21:25:34.116003,R03
al_pool/pool_147.wav,-0.8158,0.1444,-0.8158,0.1444,-1.0,1.3841,2026-07-03T21:25:39.663912,R03
al_pool/pool_107.wav,-0.6238,-0.2272,-0.6238,-0.2272,0.0,0.1548,2026-07-03T21:25:43.456942,R03
al_pool/pool_059.wav,-0.8085,0.1252,-0.8085,0.1252,1.0,0.1775,2026-07-03T21:25:48.908595,R03
al_pool/pool_020.wav,-0.5073,0.3405,-0.5073,0.3405,-1.0,0.141,2026-07-03T21:25:52.736580,R03
al_pool/pool_016.wav,-0.8371,0.6876,-0.8371,0.6876,-1.0,0.4152,2026-07-03T21:25:57.895324,R03
al_pool/pool_045.wav,-0.6173,-0.1537,-0.6173,-0.1537,1.0,0.9549,2026-07-03T21:26:02.591242,R03
al_pool/pool_051.wav,-0.824,0.8345,-0.824,0.8345,-1.0,0.2306,2026-07-03T21:26:08.111833,R03
al_pool/pool_049.wav,-0.7815,-0.0494,-0.7815,-0.0494,0.0,0.1517,2026-07-03T21:26:27.672819,R03
al_pool/pool_055.wav,-0.821,0.8222,-0.821,0.8222,0.0,0.1491,2026-07-03T21:26:32.267482,R03
al_pool/pool_098.wav,-0.6144,-0.0415,-0.6144,-0.0415,0.0,0.5218,2026-07-03T21:26:39.286152,R03
al_pool/pool_000.wav,-0.7446,0.2323,-0.7446,0.2323,0.0,0.1107,2026-07-03T21:26:50.105860,R03
al_pool/pool_065.wav,-0.7397,0.2562,-0.7397,0.2562,0.0,0.0846,2026-07-03T21:26:56.268724,R03
al_pool/pool_144.wav,-0.543,0.734,-0.543,0.734,0.0,0.3498,2026-07-03T21:27:04.131134,R03
al_pool/pool_068.wav,-0.6094,0.4325,-0.6094,0.4325,-1.0,0.1073,2026-07-03T21:27:08.072777,R03
al_pool/pool_149.wav,-0.6463,-0.0056,-0.6463,-0.0056,1.0,0.6453,2026-07-03T21:27:15.298427,R03
al_pool/pool_033.wav,-0.6962,0.3187,-0.6962,0.3187,0.0,0.1871,2026-07-03T21:27:20.718552,R03
al_pool/pool_134.wav,-0.5622,0.7143,-0.5622,0.7143,1.0,0.0962,2026-07-03T21:27:25.413970,R03
al_pool/pool_112.wav,-0.6784,0.3059,-0.6784,0.3059,0.0,0.1205,2026-07-03T21:27:30.575581,R03
al_pool/pool_076.wav,-0.6664,0.2622,-0.6664,0.2622,-1.0,0.3813,2026-07-03T21:27:35.546398,R03
al_pool/pool_047.wav,-0.6598,0.2274,-0.6598,0.2274,0.0,0.2034,2026-07-03T21:27:42.860645,R03
al_pool/pool_091.wav,-0.6206,0.5541,-0.6206,0.5541,0.0,0.1313,2026-07-03T21:27:50.452754,R03
al_pool/pool_001.wav,-0.6073,0.6337,-0.6073,0.6337,1.0,0.2389,2026-07-03T21:34:57.842889,R04
al_pool/pool_013.wav,-0.5877,1.0,-0.5877,1.0,-1.0,0.3334,2026-07-03T21:35:00.671639,R04
al_pool/pool_052.wav,-0.3821,-0.9582,-0.3821,-0.9582,-1.0,0.4908,2026-07-03T21:35:05.851244,R04
al_pool/pool_074.wav,-1.0,-0.0702,-1.0,-0.0702,0.0,0.2528,2026-07-03T21:35:09.680709,R04
al_pool/pool_083.wav,0.2442,-0.1267,0.2442,-0.1267,-1.0,0.5591,2026-07-03T21:35:14.601179,R04
al_pool/pool_137.wav,-0.3666,0.2793,-0.3666,0.2793,-1.0,0.1341,2026-07-03T21:35:21.428711,R04
al_pool/pool_138.wav,-1.0,-0.8643,-1.0,-0.8643,-1.0,0.2786,2026-07-03T21:35:30.011493,R04
al_pool/pool_148.wav,-1.0,0.5125,-1.0,0.5125,0.0,0.2331,2026-07-03T21:35:33.941602,R04
al_pool/pool_119.wav,-0.3805,-0.2719,-0.3805,-0.2719,1.0,0.281,2026-07-03T21:35:38.225483,R04
al_pool/pool_006.wav,-0.722,-0.5144,-0.722,-0.5144,1.0,1.223,2026-07-03T21:35:54.238730,R04
al_pool/pool_000.wav,-0.7446,0.2323,-0.7446,0.2323,-1.0,0.1107,2026-07-03T21:35:58.299360,R04
al_pool/pool_081.wav,-0.1781,0.5921,-0.1781,0.5921,-1.0,0.6303,2026-07-03T21:36:01.851398,R04
al_pool/pool_038.wav,-1.0,1.0,-1.0,1.0,-1.0,0.1038,2026-07-03T21:36:06.436487,R04
al_pool/pool_114.wav,-0.2545,1.0,-0.2545,1.0,0.0,0.0669,2026-07-03T21:36:13.794417,R04
al_pool/pool_014.wav,-0.6752,-0.106,-0.6752,-0.106,-1.0,0.4422,2026-07-03T21:36:16.539002,R04
al_pool/pool_041.wav,-0.4322,-0.6718,-0.4322,-0.6718,0.0,0.2129,2026-07-03T21:36:21.669968,R04
al_pool/pool_018.wav,-0.095,-0.2954,-0.095,-0.2954,-1.0,0.6424,2026-07-03T21:36:24.802901,R04
al_pool/pool_064.wav,-1.0,-0.3534,-1.0,-0.3534,1.0,0.1227,2026-07-03T21:36:28.115454,R04
al_pool/pool_004.wav,-0.7195,-0.8178,-0.7195,-0.8178,0.0,0.1007,2026-07-03T21:36:32.886826,R04
al_pool/pool_082.wav,-0.8694,0.761,-0.8694,0.761,1.0,0.1661,2026-07-03T21:36:36.002929,R04
al_pool/pool_132.wav,-0.1657,0.1242,-0.1657,0.1242,-1.0,0.3736,2026-07-03T21:36:38.934966,R04
al_pool/pool_100.wav,-1.0,0.2375,-1.0,0.2375,1.0,0.1513,2026-07-03T21:37:02.604532,R04
al_pool/pool_042.wav,-0.4227,0.0539,-0.4227,0.0539,-1.0,0.5169,2026-07-03T21:37:06.043737,R04
al_pool/pool_089.wav,-0.3554,0.7942,-0.3554,0.7942,0.0,0.2453,2026-07-03T21:37:09.722271,R04
al_pool/pool_068.wav,-0.6094,0.4325,-0.6094,0.4325,-1.0,0.1073,2026-07-03T21:37:16.511181,R04
al_pool/pool_036.wav,-0.6371,-0.3126,-0.6371,-0.3126,-1.0,0.3189,2026-07-03T21:37:19.412932,R04
al_pool/pool_128.wav,-0.3811,0.5632,-0.3811,0.5632,1.0,0.2213,2026-07-03T21:37:23.922868,R04
al_pool/pool_146.wav,-0.8025,1.0,-0.8025,1.0,-1.0,0.1838,2026-07-03T21:37:29.811058,R04
al_pool/pool_008.wav,-0.803,0.5584,-0.803,0.5584,-1.0,0.2546,2026-07-03T21:37:34.443732,R04
al_pool/pool_003.wav,-0.6396,0.0642,-0.6396,0.0642,-1.0,0.7766,2026-07-03T21:37:37.829458,R04
al_pool/pool_028.wav,-0.9009,0.1011,-0.9009,0.1011,0.0,0.1507,2026-07-03T21:37:50.678192,R04
al_pool/pool_046.wav,-0.2381,0.4416,-0.2381,0.4416,-1.0,0.8505,2026-07-03T21:37:54.109290,R04
al_pool/pool_029.wav,-0.6219,0.7888,-0.6219,0.7888,-1.0,0.1194,2026-07-03T21:39:08.730670,R04
al_pool/pool_084.wav,-0.8207,0.3809,-0.8207,0.3809,0.0,1.0537,2026-07-03T21:39:16.575319,R04
al_pool/pool_136.wav,-0.566,-0.5691,-0.566,-0.5691,-1.0,0.2663,2026-07-03T21:39:23.374743,R04
al_pool/pool_027.wav,-0.406,1.0,-0.406,1.0,0.0,0.1375,2026-07-03T21:39:29.183349,R04
al_pool/pool_050.wav,-0.8183,-0.1319,-0.8183,-0.1319,0.0,0.5213,2026-07-03T21:39:33.736442,R04
al_pool/pool_116.wav,-0.4763,-0.0804,-0.4763,-0.0804,-1.0,0.1954,2026-07-03T21:41:13.376058,R04
al_pool/pool_002.wav,-1.0,1.0,-1.0,1.0,1.0,1.111,2026-07-03T21:41:17.581472,R04
al_pool/pool_015.wav,-0.6131,-0.881,-0.6131,-0.881,1.0,1.4299,2026-07-03T21:41:29.374078,R04
al_pool/pool_000.wav,-0.7446,0.2323,-0.7446,0.2323,1.0,0.1107,2026-07-03T21:59:50.305536,R05
al_pool/pool_001.wav,-0.6073,0.6337,-0.6073,0.6337,1.0,0.2389,2026-07-03T21:59:58.440253,R05
al_pool/pool_002.wav,-1.0,1.0,-1.0,1.0,1.0,1.111,2026-07-03T22:00:06.888530,R05
al_pool/pool_003.wav,-0.6396,0.0642,-0.6396,0.0642,1.0,0.7766,2026-07-03T22:00:20.580239,R05
al_pool/pool_004.wav,-0.7195,-0.8178,-0.7195,-0.8178,0.0,0.1007,2026-07-03T22:00:32.765885,R05
al_pool/pool_013.wav,-0.5877,1.0,-0.5877,1.0,1.0,0.3334,2026-07-03T22:00:43.713548,R05
al_pool/pool_052.wav,-0.3821,-0.9582,-0.3821,-0.9582,1.0,0.4908,2026-07-03T22:00:52.254559,R05
al_pool/pool_074.wav,-1.0,-0.0702,-1.0,-0.0702,1.0,0.2528,2026-07-03T22:00:57.282656,R05
al_pool/pool_083.wav,0.2442,-0.1267,0.2442,-0.1267,1.0,0.5591,2026-07-03T22:01:04.575825,R05
al_pool/pool_137.wav,-0.3666,0.2793,-0.3666,0.2793,-1.0,0.1341,2026-07-03T22:01:11.630526,R05
al_pool/pool_018.wav,-0.095,-0.2954,-0.095,-0.2954,1.0,0.6424,2026-07-03T22:01:18.692486,R05
al_pool/pool_081.wav,-0.1781,0.5921,-0.1781,0.5921,1.0,0.6303,2026-07-03T22:01:25.002858,R05
al_pool/pool_106.wav,-0.6197,-0.4042,-0.6197,-0.4042,0.0,0.5513,2026-07-03T22:01:38.037223,R05
al_pool/pool_138.wav,-1.0,-0.8643,-1.0,-0.8643,1.0,0.2786,2026-07-03T22:01:45.295714,R05
al_pool/pool_114.wav,-0.2545,1.0,-0.2545,1.0,-1.0,0.0669,2026-07-03T22:01:58.697824,R05
al_pool/pool_148.wav,-1.0,0.5125,-1.0,0.5125,0.0,0.2331,2026-07-03T22:02:05.443041,R05
al_pool/pool_124.wav,-0.9449,-0.4675,-0.9449,-0.4675,1.0,0.3187,2026-07-03T22:02:10.617271,R05
al_pool/pool_029.wav,-0.6219,0.7888,-0.6219,0.7888,1.0,0.1194,2026-07-03T22:02:58.547323,R05
al_pool/pool_132.wav,-0.1657,0.1242,-0.1657,0.1242,1.0,0.3736,2026-07-03T22:03:03.819947,R05
al_pool/pool_061.wav,-1.0,1.0,-1.0,1.0,1.0,0.4263,2026-07-03T22:03:08.196231,R05
al_pool/pool_041.wav,-0.4322,-0.6718,-0.4322,-0.6718,0.0,0.2129,2026-07-03T22:03:16.350255,R05
al_pool/pool_069.wav,-0.3699,-0.2697,-0.3699,-0.2697,1.0,0.2895,2026-07-03T22:03:24.815373,R05
al_pool/pool_100.wav,-1.0,0.2375,-1.0,0.2375,-1.0,0.1513,2026-07-03T22:03:30.477651,R05
al_pool/pool_082.wav,-0.8694,0.761,-0.8694,0.761,-1.0,0.1661,2026-07-03T22:03:34.838745,R05
